name,comment,price,src,是否买流量,,分组
 HCIE路由交换学习指南,204,64,//img3m4.ddimg.cn/0/16/25147584-1_b_3.jpg,TRUE,0,0
 思维导图学C++趣味编程,210,49.5,//img3m3.ddimg.cn/31/10/29455303-1_b_1689670519.jpg,TRUE,0,0
 CANoe开发从入门到精通,223,44.5,//img3m4.ddimg.cn/57/27/27862914-1_b_3.jpg,TRUE,0,0
 R语言医学数据分析实战,232,49.9,//img3m0.ddimg.cn/91/7/29275480-1_b_3.jpg,TRUE,0,0
 Python青少年趣味编程全彩版 独家配备71集视频教学课程 手机扫码看视频 少儿编程 小学生趣味编程 教孩子学编程 少,235,34.9,//img3m0.ddimg.cn/95/23/28524470-1_b_4.jpg,TRUE,0,0
 Python编程快速上手 让繁琐工作自动化 第2版,257,44.5,//img3m4.ddimg.cn/26/5/29206214-1_b_31.jpg,TRUE,0,0
 用Python学数学,257,54.9,//img3m1.ddimg.cn/45/30/29251971-1_b_9.jpg,TRUE,0,0
 ABAQUS 2022中文版有限元分析从入门到精通,260,39.9,//img3m6.ddimg.cn/54/28/29618676-1_b_1693804467.jpg,TRUE,0,0
 21天学通C++（第9版）,284,59.9,//img3m6.ddimg.cn/95/20/29618816-1_b_1693361636.jpg,TRUE,0,0
 C#从入门到精通（第6版）,293,49.9,//img3m9.ddimg.cn/57/29/29317719-1_b_2.jpg,TRUE,0,0
 轻松玩转Scratch 3.0编程（第2版）,294,44.5,//img3m2.ddimg.cn/7/5/28508542-1_b_3.jpg,TRUE,0,0
 领域驱动设计 软件核心复杂性应对之道 修订版,295,49.9,//img3m6.ddimg.cn/94/5/29259346-1_b_2.jpg,TRUE,0,0
 C语言从入门到精通（第6版）,301,39.9,//img3m4.ddimg.cn/72/15/29605824-1_b_1691979148.jpg,TRUE,0,0
 Python编程实战100例 100个编程实例 1390分钟视频讲解 核心编程应用 项目开发 python进阶 pyth,306,44.9,//img3m5.ddimg.cn/88/25/29307355-1_b_7.jpg,TRUE,0,0
 手把手教你学51单片机——C语言版（第2版）,309,39.5,//img3m5.ddimg.cn/82/3/28555345-1_b_9.jpg,TRUE,0,0
 Python编程入门与算法进阶,311,49.5,//img3m3.ddimg.cn/42/9/29382153-1_b_3.jpg,TRUE,0,0
 深入浅出Python量化交易实战,316,49.5,//img3m6.ddimg.cn/6/17/29347566-1_b_7.jpg,TRUE,0,0
 AI可解释性（Python语言版）,319,29.9,//img3m8.ddimg.cn/78/6/29458518-1_b_5.jpg,TRUE,0,0
 TypeScript编程,330,44,//img3m9.ddimg.cn/80/33/28982429-1_b_3.jpg,TRUE,0,0
 C#入门经典（第9版）,333,59,//img3m4.ddimg.cn/37/25/29399374-1_b_2.jpg,TRUE,0,0
 Excel+Python 飞速搞定数据分析与处理,337,44.9,//img3m9.ddimg.cn/89/36/29387249-1_b_4.jpg,TRUE,0,0
 完全图解编程原理 零基础入门编程程序设计 编程的百科全书编程思想 一本关于编程的专业科普书 涵盖语言特征 网络知识 数据,340,39.9,//img3m7.ddimg.cn/62/17/29547107-1_b_1689559472.jpg,TRUE,0,0
 Python树莓派开发从入门到精通,341,44.9,//img3m3.ddimg.cn/66/5/29315253-1_b_2.jpg,TRUE,0,0
 父与子的编程之旅 与小卡特一起学Python 第3版（全彩印刷）,341,59.5,//img3m5.ddimg.cn/32/36/29140385-1_b_5.jpg,TRUE,0,0
 BERT基础教程：Transformer大模型实战（一本书读懂火出圈的chatgpt！）,348,44.9,//img3m8.ddimg.cn/56/4/29515718-1_b_3.jpg,TRUE,0,0
 Python量化交易实战 基本面量化投资策略 量化交易算法之路 量化交易核心技术开发从入门到精通 量化交易从入门到实践,360,34.9,//img3m1.ddimg.cn/92/14/29445761-1_b_4.jpg,TRUE,0,0
 SPSS统计学原理与实证研究应用精解,363,64.5,//img3m4.ddimg.cn/71/4/29665124-1_b_1704940194.jpg,TRUE,0,0
 Rust程序设计（第2版）,382,89.9,//img3m5.ddimg.cn/35/14/29623805-1_b_1693974723.jpg,TRUE,0,0
 HTML5+CSS3+JavaScript从入门到精通,382,49.9,//img3m9.ddimg.cn/57/31/29618679-1_b_1693210446.jpg,TRUE,0,0
 程序员的数学系列（套装共4册）(图灵出品),388,133.4,//img3m1.ddimg.cn/19/34/29524591-1_b_1.jpg,TRUE,0,0
 算法竞赛入门到进阶 ACM-ICPC、CCPC、中学NOI竞赛培训指南与知识点详解（附精讲视频）,400,29.9,//img3m8.ddimg.cn/12/26/27901578-1_b_4.jpg,TRUE,0,0
 ChatGPT: 读懂人工智能新纪元,418,34.9,//img3m8.ddimg.cn/5/1/29548238-1_b_5.jpg,TRUE,0,0
 Python高性能编程（第2版）,418,59.9,//img3m4.ddimg.cn/28/29/29608354-1_b_1690881549.jpg,TRUE,0,0
 C#高级编程(第12版),424,99,//img3m1.ddimg.cn/29/7/29487971-1_b_4.jpg,TRUE,0,0
 老向讲工控--PLC编程手册,444,84,//img3m1.ddimg.cn/93/15/29346861-1_b_5.jpg,TRUE,0,0
 学习C++20（中文版）,460,119,//img3m8.ddimg.cn/6/30/29596848-1_b_1688697885.jpg,TRUE,0,0
 智能优化算法及其MATLAB实例（第3版）,466,29.9,//img3m7.ddimg.cn/76/0/29175277-1_b_5.jpg,TRUE,0,0
 高速电路研发与设计典型故障案例解析 一板成功,482,19.5,//img3m7.ddimg.cn/7/18/29347567-1_b_2.jpg,TRUE,0,0
 labuladong的算法笔记,493,59.5,//img3m9.ddimg.cn/15/32/29620419-1_b_1697625765.jpg,TRUE,0,0
 JavaScript从入门到精通（第5版）,497,44.9,//img3m0.ddimg.cn/9/2/29594970-1_b_1688437778.jpg,TRUE,0,0
 C++高性能编程,499,69.5,//img3m9.ddimg.cn/98/2/29499029-1_b_1.jpg,TRUE,0,0
 完全图解计算机网络原理 计算机入门书籍图书 计算机程序设计艺术 深入浅出计算机网络,503,39.9,//img3m6.ddimg.cn/18/36/29580426-1_b_2.jpg,TRUE,0,0
 GitHub入门,512,14,//img3m0.ddimg.cn/33/12/23759340-1_b_2.jpg,TRUE,0,0
 Web前端开发 HTML5+CSS3+JavaScript+Vue.js+jQuery 网页设计 网页制作 网站建设自学,514,44.9,//img3m3.ddimg.cn/80/4/29116673-1_b_7.jpg,TRUE,0,0
 C 陷阱与缺陷,514,24.5,//img3m9.ddimg.cn/6/16/29127489-1_b_3.jpg,TRUE,0,0
 零基础入门学习Python（第2版）-微课视频版,521,44.5,//img3m1.ddimg.cn/38/16/27865271-1_b_3.jpg,TRUE,0,0
 Python编程练习与解答,526,24.9,//img3m7.ddimg.cn/61/24/29201497-1_b_6.jpg,TRUE,0,0
 乐高机械结构设计,533,44.5,//img3m0.ddimg.cn/85/36/29274880-1_b_12.jpg,TRUE,0,0
 C++少儿编程轻松学 写给中小学生的零基础教程,554,39.9,//img3m1.ddimg.cn/21/24/29389161-1_b_1.jpg,TRUE,0,0
 PID控制系统设计——使用MATLAB和Simulink仿真与分析,564,44.5,//img3m1.ddimg.cn/31/8/29505991-1_b_1.jpg,TRUE,0,0
 深入浅出OpenHarmony——架构、内核、驱动及应用开发全栈,576,44,//img3m5.ddimg.cn/64/8/29291095-1_b_7.jpg,TRUE,0,0
 深入浅出Go语言核心编程,577,74.5,//img3m3.ddimg.cn/95/4/29661683-1_b_1704938608.jpg,TRUE,0,0
 流畅的Python,592,69.5,//img3m1.ddimg.cn/64/32/25071121-1_b_9.jpg,TRUE,0,0
 华为HCIP路由与交换技术实战,599,44.5,//img3m7.ddimg.cn/76/35/29606917-1_b_1691403192.jpg,TRUE,0,0
 无界画师——Midjourney极简入门,610,44,//img3m4.ddimg.cn/94/10/29667424-1_b_1702725469.jpg,TRUE,0,0
 图解算法：使用C语言,620,24.5,//img3m2.ddimg.cn/52/33/28532842-1_b_6.jpg,TRUE,0,0
 PHP从入门到精通（第6版）,623,49.9,//img3m3.ddimg.cn/49/1/29399683-1_b_6.jpg,TRUE,0,0
 Kubernetes从入门到DevOps企业应用实战,633,64,//img3m4.ddimg.cn/64/34/29624824-1_b_1694591892.jpg,TRUE,0,0
 数控宏程序编程手册,642,24.5,//img3m8.ddimg.cn/18/21/23491728-1_b_4.jpg,TRUE,0,0
 我跟爸爸学编程：从Python到C++,648,29.5,//img3m7.ddimg.cn/14/4/28975037-1_b_8.jpg,TRUE,0,0
 Head First C#（第四版）,657,99,//img3m2.ddimg.cn/33/5/29387292-1_b_1.jpg,TRUE,0,0
 Excel+Python轻松掌握数据分析,657,44.9,//img3m5.ddimg.cn/14/5/29660315-1_b_1701832558.jpg,TRUE,0,0
 完全图解云计算云服务工作原理 通信技术计算机科普书 分布式服务 云计算概念入门 云服务器架构 云计算安全 云计算与大数据,668,34.9,//img3m2.ddimg.cn/34/13/29462632-1_b_1689558654.jpg,TRUE,0,0
 Mugeda零代码可视化H5设计实战,670,44,//img3m6.ddimg.cn/28/17/29502226-1_b_3.jpg,TRUE,0,0
 Python OpenCV从入门到精通,671,39.9,//img3m6.ddimg.cn/63/32/29294856-1_b_4.jpg,TRUE,0,0
 React学习手册（第二版）,697,49,//img3m5.ddimg.cn/76/26/29263585-1_b_4.jpg,TRUE,0,0
 ACM国际大学生程序设计竞赛：知识与入门,710,17.5,//img3m7.ddimg.cn/89/6/25261127-1_b_3.jpg,TRUE,0,0
 中文版MATLAB Simulink 2022系统仿真从入门到精通（实战案例版）Simulink系统建模 simulin,729,44.9,//img3m3.ddimg.cn/91/4/29596933-1_b_1689660347.jpg,TRUE,0,0
 Web安全与攻防实战从新手到高手（微课超值版）,733,39.9,//img3m6.ddimg.cn/8/35/29579426-1_b_1.jpg,TRUE,0,0
 图解算法：使用C++,750,34.5,//img3m9.ddimg.cn/93/20/29168859-1_b_3.jpg,TRUE,0,0
 代码整洁之道 程序员的职业素养,750,24.5,//img3m3.ddimg.cn/75/34/24035493-1_b_8.jpg,TRUE,0,0
 Python基础教程（第3版·修订版）,770,54,//img3m4.ddimg.cn/83/7/29578214-1_b_2.jpg,TRUE,0,0
 运筹优化常用模型、算法及案例实战——Python+Java实现,783,64,//img3m4.ddimg.cn/72/5/29492964-1_b_2.jpg,TRUE,0,0
 Python办公自动化从入门到精通,789,54.9,//img3m5.ddimg.cn/45/31/29651535-1_b_1699950376.jpg,TRUE,0,0
 Python王者归来（增强版）,809,84.5,//img3m7.ddimg.cn/89/29/29308247-1_b_2.jpg,TRUE,0,0
 Python游戏开发快速入门到精通,813,49.5,//img3m8.ddimg.cn/76/4/29619688-1_b_1694079614.jpg,TRUE,0,0
 精通 Power Query,827,79.9,//img3m3.ddimg.cn/42/3/29651433-1_b_1701160606.jpg,TRUE,0,0
 深入浅出算法竞赛（图解版）算法竞赛进阶指南 算法竞赛入门经典 算法竞赛 习题 算法竞赛入门到进阶经典训练指南 ICPC,830,34.9,//img3m4.ddimg.cn/78/19/29590584-1_b_2.jpg,TRUE,0,0
 uni-app多端跨平台开发从入门到企业级实战 大量讲解视频 完整实战教程 前端框架 h5网页 Android iOS,832,54,//img3m8.ddimg.cn/6/4/29420628-1_b_1.jpg,TRUE,0,0
 C和指针,832,49.5,//img3m7.ddimg.cn/61/31/29119327-1_b_4.jpg,TRUE,0,0
 Python数学编程,833,29.5,//img3m3.ddimg.cn/26/1/28505393-1_b_3.jpg,TRUE,0,0
 MATLAB电磁场与微波技术仿真,854,34.5,//img3m4.ddimg.cn/54/22/28554624-1_b_8.jpg,TRUE,0,0
 C++20高级编程(第5版),854,114,//img3m4.ddimg.cn/11/14/29392814-1_b_9.jpg,TRUE,0,0
 写给新手的深度学习——用Python学习神经网络和反向传播 chatgpt聊天机器人 图神经网络与深度学习 机器学习实战,888,44.9,//img3m3.ddimg.cn/48/36/29238213-1_b_7.jpg,TRUE,0,0
 MATLAB数学建模方法与应用,889,59.5,//img3m0.ddimg.cn/58/7/29519680-1_b_1.jpg,TRUE,0,0
 Python树莓派编程从零开始（第3版）,891,24.9,//img3m2.ddimg.cn/72/0/29458512-1_b_6.jpg,TRUE,0,0
 Python机器学习原理与算法实现,894,59,//img3m6.ddimg.cn/3/20/29521506-1_b_3.jpg,TRUE,0,0
 欧姆龙PLC编程及应用实例,906,29,//img3m0.ddimg.cn/50/23/29233760-1_b_9.jpg,TRUE,0,0
 Head First Git 实战（中文版）,906,64,//img3m7.ddimg.cn/76/22/29555437-1_b_1.jpg,TRUE,0,0
 小学生C++创意编程 视频教学版,916,29.9,//img3m6.ddimg.cn/42/3/28556196-1_b_5.jpg,TRUE,0,0
 火球——UML大战需求分析（第二版）,950,34,//img3m9.ddimg.cn/77/3/29135579-1_b_3.jpg,TRUE,0,0
 让Python遇上Office——从编程入门到自动化办公实践,979,44.5,//img3m4.ddimg.cn/82/19/29618704-1_b_1693794267.jpg,TRUE,0,0
 C++ Primer Plus 第6版 中文版习题解答,985,44.5,//img3m7.ddimg.cn/59/15/28968647-1_b_7.jpg,TRUE,0,0
 14天自造量子计算机（Python版）量子计算与编程入门量子信息 量子计算基础导论 使用薛定谔方程对量子计算机的基本要素,1032,44.9,//img3m1.ddimg.cn/69/8/29626611-1_b_1695024615.jpg,TRUE,0,0
 JavaScript修炼之路,1041,84.5,//img3m3.ddimg.cn/61/28/29664223-1_b_1702457875.jpg,TRUE,0,0
 游戏架构设计与策划基础（第3版）,1055,34,//img3m6.ddimg.cn/3/1/29592786-1_b_1692086911.jpg,TRUE,0,0
 收割Offer:互联网大厂面经,1057,44.5,//img3m1.ddimg.cn/17/15/29618441-1_b_1693814020.jpg,TRUE,0,0
 HTML5+CSS3+JavaScript从入门到精通（标准版）基础视频讲解与案例实战，8大素材库，源代码配套学习更轻松,1074,44.9,//img3m3.ddimg.cn/22/29/25108303-1_b_9.jpg,TRUE,0,0
 Camunda工作流开发实战——Spring Boot+BPMN+DMN,1078,39.9,//img3m8.ddimg.cn/98/19/29211038-1_b_5.jpg,TRUE,0,0
 Google软件工程,1093,74,//img3m5.ddimg.cn/26/25/29384315-1_b_3.jpg,TRUE,0,0
 从零开始学Python大数据与量化交易,1096,29.5,//img3m1.ddimg.cn/72/28/28481481-1_b_3.jpg,TRUE,0,0
 C语言入门经典（第6版）,1105,69.5,//img3m4.ddimg.cn/49/29/29353054-1_b_3.jpg,TRUE,0,0
 Python网络爬虫从入门到实践（全彩版）自动化数据采集，入门知识，项目实践,1118,49,//img3m5.ddimg.cn/79/17/29249035-1_b_1694597874.jpg,TRUE,0,0
 卡尔曼滤波原理及应用——MATLAB仿真（第2版）,1121,39.5,//img3m8.ddimg.cn/51/8/29423148-1_b_1.jpg,TRUE,0,0
 Xilinx FPGA数字信号处理设计——基础版,1143,39.5,//img3m8.ddimg.cn/60/30/29207238-1_b_6.jpg,TRUE,0,0
 游戏机制——高级游戏设计技术,1174,59.9,//img3m4.ddimg.cn/70/30/29431384-1_b_4.jpg,TRUE,0,0
 Python算法设计与分析从入门到精通,1209,39.9,//img3m2.ddimg.cn/22/21/29336692-1_b_2.jpg,TRUE,0,0
 PDMC三维流程工厂设计完全手册：AutoCAD Plant 3D + Autodesk Inventor + Navi,1253,64,//img3m1.ddimg.cn/46/17/29647081-1_b_1699426326.jpg,TRUE,0,0
 基于PyTorch的自然语言处理,1263,34,//img3m9.ddimg.cn/22/36/28989499-1_b_3.jpg,TRUE,0,0
 循序渐进Vue.js 3.x前端开发实战,1272,49,//img3m9.ddimg.cn/84/28/29613459-1_b_1692599917.jpg,TRUE,0,0
 R语言数据分析从入门到实战,1330,29.5,//img3m0.ddimg.cn/95/22/29289740-1_b_3.jpg,TRUE,0,0
 半小时漫画学Python 看漫画学Python，超简单 python编程入门书 python数据分析 零基础学pytho,1357,39.9,//img3m0.ddimg.cn/28/3/29476090-1_b_2.jpg,TRUE,0,0
 图解算法：C++语言实现+视频教学版,1366,44.5,//img3m8.ddimg.cn/56/23/29664218-1_b_1704937665.jpg,TRUE,0,0
 Python OpenCV 从入门到实践（全彩版）,1375,49,//img3m8.ddimg.cn/35/2/29250278-1_b_1694589002.jpg,TRUE,0,0
 FLL+WRO乐高机器人竞赛教程——机械、巡线与PID,1392,49.5,//img3m4.ddimg.cn/35/25/29458574-1_b_2.jpg,TRUE,0,0
 恶意代码逆向分析基础详解,1412,39.5,//img3m3.ddimg.cn/35/5/29573513-1_b_2.jpg,TRUE,0,0
 Creo Parametric 8.0中文版基础入门一本通,1414,44.9,//img3m9.ddimg.cn/26/14/29443319-1_b_1.jpg,TRUE,0,0
 算法之禅：递推与递归,1476,34,//img3m6.ddimg.cn/94/24/29151436-1_b_14.jpg,TRUE,0,0
 中小学Python编程项目学习创意课堂（微课版）,1483,39.9,//img3m9.ddimg.cn/93/24/29367849-1_b_7.jpg,TRUE,0,0
 Scratch少儿趣味编程100例全彩版 Scratch 3.0零基础启蒙 43小时独家视频讲解 小学生趣味编程 教孩子,1529,44.9,//img3m1.ddimg.cn/54/1/28980621-1_b_13.jpg,TRUE,0,0
 Python异步编程,1555,34,//img3m4.ddimg.cn/46/34/29571544-1_b_2.jpg,TRUE,0,0
 Spring Boot 3.0开发实战,1579,59.5,//img3m2.ddimg.cn/29/26/29625482-1_b_1694587013.jpg,TRUE,0,0
 Python网络爬虫从入门到精通,1623,49.9,//img3m5.ddimg.cn/22/35/29249275-1_b_9.jpg,TRUE,0,0
 Python编程超级魔卡（全彩版）即查即用 快速扫除开发障碍,1627,14.9,//img3m1.ddimg.cn/31/23/28979311-1_b_1698647178.jpg,TRUE,0,0
 Oracle从入门到精通（第5版）,1728,49.9,//img3m3.ddimg.cn/12/5/29594973-1_b_1688437723.jpg,TRUE,0,0
 智能优化算法与MATLAB编程实践,1732,44.9,//img3m6.ddimg.cn/34/27/29657266-1_b_1701306605.jpg,TRUE,0,0
 钉钉低代码开发零基础入门,1753,44.9,//img3m7.ddimg.cn/52/28/29410477-1_b_6.jpg,TRUE,0,0
 C专家编程,1796,34.5,//img3m2.ddimg.cn/58/16/29130412-1_b_3.jpg,TRUE,0,0
 Node.js从入门到精通,1904,44.9,//img3m5.ddimg.cn/63/0/29618685-1_b_1693210453.jpg,TRUE,0,1
 基于Python的无监督学习,1950,49,//img3m3.ddimg.cn/66/16/29175663-1_b_6.jpg,TRUE,0,1
 交通时空大数据分析、挖掘与可视化（Python版）,2055,84.5,//img3m6.ddimg.cn/61/3/29458996-1_b_7.jpg,TRUE,0,1
 Python编程500例——快速构建可执行高质量代码,2133,67.5,//img3m6.ddimg.cn/68/26/29599286-1_b_1693974470.jpg,TRUE,0,1
 Django+Vue.js商城项目实战,2172,54.5,//img3m8.ddimg.cn/59/17/29624918-1_b_1698288740.jpg,TRUE,0,1
 通用图形处理器设计——GPGPU编程模型与架构原理,2234,44.5,//img3m7.ddimg.cn/80/36/29419217-1_b_1.jpg,TRUE,0,1
 Visual Basic 6.0程序设计（第2版）,2248,27.5,//img3m3.ddimg.cn/8/1/29514383-1_b_1.jpg,TRUE,0,1
 Python asyncio并发编程,2294,64,//img3m8.ddimg.cn/45/31/29545308-1_b_2.jpg,TRUE,0,1
 Python+Kivy(App开发)从入门到实践(全彩版),2331,49,//img3m4.ddimg.cn/95/29/28980464-1_b_1694589131.jpg,TRUE,0,1
 x64汇编语言：从新手到AVX专家,2404,44,//img3m2.ddimg.cn/69/9/29363172-1_b_2.jpg,TRUE,0,1
 Grasshopper参数化建模技术,2486,24.5,//img3m1.ddimg.cn/53/7/25077941-1_b_3.jpg,TRUE,0,1
 精通ABP框架,2511,64,//img3m4.ddimg.cn/72/5/29639484-1_b_1698218334.jpg,TRUE,0,1
